所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/学员管理/测评记录(#200),姓名输入框输入合法姓名,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击测评记录","1. 姓名输入框输入登录讲师所带班级经过测评的学生信息
2. 点击查询按钮","1. 
2. 列表下方显示该学生的测评记录信息",3,功能测试,"
功能测试阶段"
/学员管理/测评记录(#200),组合查询,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击测评记录","1. 班级下拉框选择一个班级‘WNCDC034’
2. 方向下拉框选择一个方向‘公共’
3. 阶段下拉框选择‘公共基础阶段’
3. 姓名框输入和已选的班级和方向对应的有过阶段测评的学生姓名‘xxx’
4. 点击查询按钮
","1. 
2. 
3. 
4. 列表下方显示该同学的所有测评记录信息",3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),查看页面显示信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理",1. 查看列表显示信息,1. 默认显示登陆讲师所带班级的学生信息,3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),姓名输入框输入合法信息,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理","1. 姓名输入框输入该讲师所带班级的学生姓名‘王森’
2. 点击查询按钮","1. 
2. 列表下方显示王森的信息",3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),勾选一条信息，只选择班级,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理","1. 在列表下方任选一条信息，点击左边的勾选框
2. 点击班级下拉框，选择一个班级
3. 点击确认按钮","1. 勾选成功
2. 
3. 分班失败，提示‘请选择方向’",3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),勾选一条信息，只选择方向,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理","1. 在列表下方任选一条信息，点击左边的勾选框
2. 点击方向下拉框，选择方向
3. 点击确认按钮","1. 勾选成功
2. 
3. 分班失败，提示‘请选择要分班的方向’",3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),勾选一条信息，选择班级和方向,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理","1. 在列表下方任选一条信息，点击左边的勾选框
2. 点击班级下拉框，选择一个班级
3. 点击方向下拉框，选择方向
4. 点击确认按钮
5. 点击确认","1. 
2. 
3. 
4.弹出提示信息‘确认勾选的1位学生分到xxxxx班级吗’
5. 分班成功，列表下方移除该条信息，刚操作的班级显示该学生信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/学员管理/班级管理(#201),勾选全部信息，选择班级和方向,"1. 正常打开页面
2. 讲师角色（WNCD051）成功登录系统
3. 点击学员管理、点击班级管理","1. 在列表下方表头栏勾选左边的勾选框
2. 点击班级下拉框，选择一个班级
3. 点击方向下拉框，选择方向
4. 点击确认按钮
5. 点击确认","1. 
2. 
3. 
4.弹出提示信息‘确认勾选的xx位学生分到xxxxx班级吗’
5. 分班成功，列表下方移除所有信息，刚操作的班级显示该学生信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),查看页面显示信息,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排",1. 查看列表下方显示信息,1. 默认显示所有讲师此刻时间段的课程信息,3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),查看讲师下拉框信息,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排",1. 点击讲师下拉框,1. 显示当前所有讲师的姓名，和数据库信息一致，默认值为‘全部’,3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),点击新增排课，验证讲师状态,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 查看讲师默认状态","1. 
2. 讲师状态默认为正常",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),点击新增排课，验证时间框是否可输入,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别输入‘2020-03-15’、‘2020-04-15’","1. 弹出‘新增排课’弹出框
2. 成功输入",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，选择非法时间,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-04-15’、‘2020-03-15’
3. 编辑每一条讲师排课信息
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存失败，提示‘请选择正确时间’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，所有讲师状态编辑为非正常状态，点击保存关闭按钮,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-15’、‘2020-03-16’
3. 编辑每一条讲师排课状态为非正常
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，自动关闭窗口，列表内成功显示，数据库新增数据成功",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，所有讲师状态编辑为非正常状态，点击继续排课按钮,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-14’、‘2020-03-15’
3. 编辑每一条讲师排课状态为非正常
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，不关闭该窗口，所有信息显示默认状态，列表内成功显示，数据库新增数据成功",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，选择合法时间，直接点击保存关闭按钮,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-17’
3. 点击‘保存并关闭’按钮","1. 
2. 
3. 保存失败，提示‘排课信息未选完整’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，选择合法时间，直接点击继续排课按钮,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-17’
3. 点击‘继续排课’按钮","1. 
2. 
3. 保存失败，提示‘排课信息未选完整’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，教室是否不能重复,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-17’
3. 第一条信息教室选‘教室一’，班号选择‘WNCDC035’，方向选择‘开发’，课程任选一条；第二条信息教室选‘教室一’，班号选择‘WNCDC034’，方向选择‘公共’，课程任选一条；其余信息将讲师的状态改为‘休息’或‘实训’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存失败，提示‘教室不能重复’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，是否可以有相同的班级和方向,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-17’
3. 第一条信息教室选‘教室一’，班号选择‘WNCDC035’，方向选择‘测试’，课程任选一条；第二条信息教室选‘教室二’班号选择‘WNCDC035’，方向选择‘测试’，课程任选一条；其余信息，将讲师状态改为‘休息’或‘实训’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存失败，提示‘不能有相同的班级和方向’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),新增排课，是否可以有相同的班级、不同的方向,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-20’
3. 第一条信息教室选‘教室一’，班号选择‘WNCDC035’，方向选择‘开发’，课程任选一条；第二条信息教室选‘教室二’，班号选择‘WNCDC035’，方向选择‘公共’，课程任选一条；第三条信息教室选‘教室三’，班号选择‘WNCDC035’，方向选择‘测试’，课程任选一条；其余信息，将讲师状态改为‘休息’或‘实训’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，自动关闭窗口，列表内成功显示，数据库新增数据成功",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),输入重复时间,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-17’
3. 第一条信息教室选‘教室一’，班号选择‘WNCDC034’，方向选择‘开发’，课程任选一条；第二条信息教室选‘教室二’，班号选择‘WNCDC034’，方向选择‘公共’，课程任选一条；第三条信息教室选‘教室三’，班号选择‘WNCDC033’，方向选择‘测试’，课程任选一条；其余信息，将讲师状态改为‘休息’或‘实训’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存失败，提示‘日期出现重复",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),讲师状态为休息或实训，编辑课程信息是否是无效操作,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 点击新增排课按钮
2. 在开始时间和结束时间分别选择‘2020-03-20’、‘2020-03-21’
3. 编辑每一条讲师排课状态为非正常，选择其中王欢欢信息，状态选择‘休息’教室选‘教室一’，班号选择‘WNCDC034’，方向选择‘测试’，课程任选一条；选择许敏信息，状态选择‘实训’，室选‘教室二’，班号选择‘WNCDC033’，方向选择‘测试’，课程任选一条；
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，成功关闭窗口，列表内王欢欢和许敏的方向、班级、教室、课程安排、课程模块全部显示‘无’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),修改排课信息，讲师姓名是否不可编辑,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 在列表内任选一条信息，点击修改
2. 编辑讲师姓名","1. 弹出‘修改课程信息’弹出框
2. 讲师输入框置灰，不可编辑
",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),修改排课信息，讲师状态为休息，编辑课程信息是否是无效操作,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 在列表内任选一条信息，点击修改
2. 将讲师状态改为休息
3. 在开始时间和结束时间分别选择‘2020-03-21’、‘2020-03-22’，方向选择‘公共’，模块任选一个，班号选择‘WNCDC032’，教室选择‘教室四’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，成功关闭窗口，列表刚被修改的老师的方向、班级、教室、课程安排、课程模块全部显示‘无’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),修改排课信息，讲师状态为实训，编辑课程信息是否是无效操作,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 在列表内任选一条信息，点击修改
2. 将讲师状态改为‘实训’
3. 在开始时间和结束时间分别选择‘2020-03-22’、‘2020-03-23’，方向选择‘公共’，模块任选一个，班号选择‘WNCDC032’，教室选择‘教室四’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存成功，成功关闭窗口，列表刚被修改的老师的方向、班级、教室、课程安排、课程模块全部显示‘无’",3,功能测试,"
功能测试阶段"
/学员管理/课程安排(#202),修改排课信息，选择的班级和方向若为重复时间内已被排课的班级和方向，是否修改成功,"1. 正常打开页面
2. 教学主管角色（WNCD005）成功登录系统
3. 点击学员管理、点击课程安排","1. 在列表内徐小兵信息，点击修改
2. 将讲师状态改为‘正常’
3. 在开始时间和结束时间分别选择‘2020-03-16’、‘2020-03-20’，方向选择‘公共’，模块任选一个，班号选择‘WNCDC035’，教室选择‘教室八’
4. 点击‘保存并关闭’按钮","1. 
2. 
3. 
4. 保存失败，提示‘您选择的班级和方向已被排课，不能重复排课’",3,功能测试,"
功能测试阶段"
/企业客户(#8),检查企业客户链接是否高亮,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户",1. 查看‘企业客户’链接是否高亮显示,1. ‘企业客户’链接高亮显示,3,功能测试,"
功能测试阶段"
/企业客户(#8),检查页面列表显示信息,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户",1. 查看列表信息,1. 默认显示所有企业客户信息，和数据库信息一致,3,功能测试,"
功能测试阶段"
/企业客户(#8),检查企业名称输入框是否支持联想输入,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户",1. 在企业名称输入框输入‘飞虎’,1. 输入框下方自动显示企业名称中包含飞虎的企业,3,功能测试,"
功能测试阶段"
/企业客户(#8),检查企业名称输入框是否支持模糊查询,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在企业名称输入框输入‘凡客’
2. 点击‘搜索’按钮","1. 
2. 列表下方显示企业名称中包含凡客的企业信息",3,功能测试,"
功能测试阶段"
/企业客户(#8),检查解密功能是否正常,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击右上角解密按钮
2. 输入二级密码‘woniu123’
3. 点击确定","1. 弹出‘二级密码’弹出框
2. 
3. 弹出框关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，检查必填项,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 点击添加按钮","1. 弹出‘新增企业信息’弹出框
2. 添加失败，弹出提示框，提示‘企业名称、地址、联系人、行业、电话不能为空’",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘1122’","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘蜗牛 学院’","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘蜗牛、学院’","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘蜗牛%学院’","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入3位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘你好啊’","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入4位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘你好你好’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入21位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘你好你好你好你好你好你好你好你好你好你好啊’","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业名称框输入20位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业名称框输入‘你好你好你好你好你好你好你好你好你好你好’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘1234’","1. 
2. 输入框下方出现提示信息‘所属行业只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘蜗牛 学院’","1. 
2. 输入框下方出现提示信息‘所属行业只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘蜗牛：学院’","1. 
2. 输入框下方出现提示信息‘所属行业只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘蜗牛$学院’","1. 
2. 输入框下方出现提示信息‘所属行业只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入3位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘你好啊’","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入4位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘你好你好’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入21位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘技术培训基地技术培训基地技术培训基地技术培’","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，所属行业框输入20位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 所属行业框输入‘技术培训基地技术培训基地技术培训基地’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘5656’","1. 
2. 输入框下方出现提示信息‘企业地址只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘阿里  巴巴’","1. 
2. 输入框下方出现提示信息‘企业地址只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘阿里，巴巴’","1. 
2. 输入框下方出现提示信息‘企业地址只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘阿里$巴巴’","1. 
2. 输入框下方出现提示信息‘企业地址只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入3位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘你好啊’","1. 
2. 输入框下方出现提示信息‘字符长度为4-30位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入4位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘你好你好’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入31位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘技术培训基地技术培训基地技术培训基地技术培训基地技术培训基地呢’","1. 
2. 输入框下方出现提示信息‘字符长度为4-30位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，企业地址框输入30位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 企业地址框输入‘技术培训基地技术培训基地技术培训基地技术培训基地技术培训基地’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘5656’","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘耶夫 斯基’","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘耶夫。斯基’","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘耶夫+斯基’","1. 
2. 输入框下方出现提示信息‘联系人只能为字母或汉字’输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入1位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘李’","1. 
2. 输入框下方出现提示信息‘字符长度为2-10位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入2位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘李浩’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入11位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘奥斯特洛夫斯基奥斯特洛’","1. 
2. 输入框下方出现提示信息‘字符长度为2-10位’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系人框输入10位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 联系人框输入‘奥斯特洛夫斯基奥斯特’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入12位长度,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘158235656232’","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入10位长度,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘1582356562’","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入11位包含字母,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘1552356562a’","1. 
2. 输入框下方出现提示信息‘联系电话必须为11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入11位包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘1552356562$’","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入11位包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘155235656 2’","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入超长内容,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘155235656212565895214466622555666’","1. 
2. 输入框下方出现提示信息‘联系电话长度必须是11位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，联系电话框输入11位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在联系电话输入框输入‘17562565688’","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，邮箱输入框输入没有@符号的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255qq.com","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
